fecha_actualizacion,id_eess,id_producto_bsa,saldo_octano,saldo_bsa,saldo_planta
2026-02-09 00:29:32,1724,2,27555.25,2722.3,43508.822
2026-02-09 00:29:32,1724,3,35007.97,0.0,35007.97
2026-02-09 00:29:32,1724,7,-176909.167,22047.41,-166383.33
2026-02-09 00:29:32,1744,2,-98394.31,4591.792,-98394.31
2026-02-09 00:29:32,1744,10,-8144.84,0.0,-8209.571
2026-02-09 00:29:32,1766,3,-775389.11,0.0,-775389.11
2026-02-09 00:29:32,1766,7,-2968941.678,11267.0,-2947254.05
2026-02-09 00:29:32,1784,3,-429173.53,0.0,-429173.53
2026-02-09 00:29:32,1784,7,-1796085.516,16482.51,-1782687.02
2026-02-09 00:29:32,1806,2,-326217.2296,4527.2828,-326217.2296
2026-02-09 00:29:32,1806,3,-52550.0547,0.0,-52550.0547
2026-02-09 00:29:32,1806,7,-1552259.3151,224289.3781,-1552259.3151
2026-02-09 00:29:32,1806,10,-220138.317,0.0,-220138.317
2026-02-09 00:29:32,1824,3,-240675.16,0.0,-240675.16
2026-02-09 00:29:32,1824,7,-1544140.422,17538.03,-1534769.03
2026-02-09 00:29:32,1844,2,-177759.03,19369.41,-177759.03
2026-02-09 00:29:32,1844,3,-185774.62,0.0,-185774.62
2026-02-09 00:29:32,1844,7,-1290800.349,6940.82,-1281625.23
2026-02-09 00:29:32,1844,10,-24733.832,0.0,-24224.27
2026-02-09 00:29:32,1845,3,-209506.34,0.0,-209506.34
2026-02-09 00:29:32,1845,7,-735758.474,6958.76,-722558.28
2026-02-09 00:29:32,1846,3,-162488.569,0.0,-162488.569
2026-02-09 00:29:32,1846,7,-357255.154,10064.77,-362766.864
2026-02-09 00:29:32,1887,2,-1011709.195,7629.405,-1011709.195
2026-02-09 00:29:32,1887,3,-171646.086,0.0,-171646.086
2026-02-09 00:29:32,1887,7,-4024641.408,13396.639,-4048829.662
2026-02-09 00:29:32,1887,10,-45184.696,0.0,-66998.884
2026-02-09 00:29:32,1924,2,-240358.5199,11750.52,-240358.5199
